Lat,Lon
-32.4958635399999,134.195648634
-32.456963799999926,134.14828535200002
-32.45159270599993,134.13111412900003
-32.45208098799992,134.118011915
-32.45435963299991,134.10865319100003
-32.459649346999925,134.10027103000004
-32.4685197899999,134.09050540500004
-32.4704729149999,134.082855665
-32.461602471999925,134.06324303500003
-32.45907968499995,134.05298912900003
-32.46640390399995,134.03199303500003
-32.48259856599992,134.01775149800005
-32.49879322699991,134.0063582690001
-32.506117445999905,133.994476759
-32.50269947699991,133.9692488940001
-32.49822356599992,133.95232181100005
-32.50090911299992,133.93669681100005
-32.519789320999905,133.91578209700003
-32.52939218499995,133.90984134200005
-32.53720468499995,133.9067488940001
-32.54306405999995,133.90121504
-32.54705169099992,133.8877059250001
-32.54843515399995,133.875336134
-32.546807549999926,133.86443118600005
-32.54111093499995,133.85670006600003
-32.52971770599993,133.85368899800005
-32.52556731599992,133.854828321
-32.51336028399993,133.86117597700002
-32.5095354149999,133.86394290500004
-32.505791924999926,133.86508222700002
-32.494805596999925,133.86158287900003
-32.48886484199994,133.86052493600005
-32.45907968499995,133.85914147200003
-32.45159270599993,133.86052493600005
-32.43254973799992,133.8691512380001
-32.41025155999995,133.88306725400003
-32.39918385199991,133.89625084700003
-32.413995049999926,133.90211022200003
-32.42245859199994,133.91089928500003
-32.42001718499995,133.92986087300005
-32.40837981599992,133.946625196
-32.38941822699991,133.94996178500003
-32.375664971999925,133.9399520190001
-32.34295012799993,133.9087020190001
-32.324883721999925,133.90211022200003
-32.31365325299993,133.8950301440001
-32.273370049999926,133.84742272200003
-32.249932549999926,133.83228600400003
-32.24537525799991,133.82642662900003
-32.247165622999944,133.81226647200003
-32.254571221999925,133.80241946700005
-32.262790622999944,133.79509524800005
-32.26653411299992,133.78882897200003
-32.26425546699994,133.776703321
-32.2575822899999,133.76929772200003
-32.247979424999926,133.76539147200003
-32.220635674999926,133.7636824880001
-32.21648528399993,133.7607528000001
-32.21575286299992,133.75456790500004
-32.207696221999925,133.73503665500004
-32.201836846999925,133.71257571700005
-32.19768645599993,133.703461134
-32.19109465899993,133.69361412900003
-32.189385674999926,133.69206790500004
-32.185804945999905,133.6943465500001
-32.174086195999905,133.69605553500003
-32.16350676899992,133.69263756600003
-32.160088799999926,133.68433678500003
-32.15837981599992,133.674164259
-32.15325286299992,133.664886915
-32.14373137799993,133.6621199880001
-32.1364885399999,133.66944420700008
-32.129978122999944,133.6787215500001
-32.12265390399995,133.68238366000003
-32.110039971999925,133.671234571
-32.10165780999995,133.64918053500003
-32.09685637799993,133.62378991000003
-32.09531015399995,133.60328209700003
-32.10312265399995,133.58619225400003
-32.121758721999925,133.581390821
-32.1443010399999,133.57984459700003
-32.16350676899992,133.57252037900003
-32.172133070999905,133.56137129
-32.17229583099993,133.55201256600003
-32.15252044099992,133.50928795700008
-32.14470794099992,133.49634850400003
-32.139336846999925,133.490570509
-32.11484140399995,133.486664259
-32.11191171699994,133.47681725400003
-32.12948984199994,133.45036868600005
-32.1306291649999,133.4394637380001
-32.13014088299991,133.42798912900003
-32.133477471999925,133.41871178500003
-32.146416924999926,133.41480553500003
-32.156914971999925,133.41822350400003
-32.16090260199991,133.4267684250001
-32.16350676899992,133.45036868600005
-32.17302825299993,133.4726668630001
-32.18694426899992,133.4907332690001
-32.19963958099993,133.49431399800005
-32.20517343499995,133.473480665
-32.20256926899992,133.464203321
-32.192071221999925,133.44849694100003
-32.19085051899992,133.435883009
-32.194431247999944,133.43132571700005
-32.20134856599992,133.427093946
-32.20818450299993,133.42139733200008
-32.21135833099993,133.41179446700005
-32.20598723799992,133.356781446
-32.199476820999905,133.32601972700002
-32.19085051899992,133.305511915
-32.21493905999995,133.27947024800005
-32.21884530999995,133.270843946
-32.21575286299992,133.2622176440001
-32.201104424999926,133.24488366000003
-32.195570570999905,133.22429446700005
-32.18670012799993,133.20232181100005
-32.184665622999944,133.19263756600003
-32.18670012799993,133.1806746750001
-32.19589609199994,133.16187584700003
-32.19768645599993,133.1547957690001
-32.19670989399992,133.147797071
-32.19378020599993,133.14568118600005
-32.187758070999905,133.14283287900003
-32.17717864399992,133.13428795700008
-32.10816822699991,133.0556746750001
-32.09710051899992,133.03394616000003
-32.09531015399995,133.0107528000001
-32.09970468499995,133.00342858200008
-32.10662200299993,132.99626712300005
-32.11142343499995,132.98780358200008
-32.10898202899995,132.9765731130001
-32.100681247999944,132.9731551440001
-32.08652109199994,132.9712020190001
-32.07317473799992,132.96607506600003
-32.06731536299992,132.95297285200002
-32.06170012799993,132.93425540500004
-32.01531340899993,132.86882571700005
-31.99065520599993,132.844086134
-31.95631275799991,132.79802493600005
-31.95086028399993,132.77621504
-31.949476820999905,132.75269616000003
-31.95208098799992,132.70484459700003
-31.94931405999995,132.65894616000003
-31.934747002999927,132.587250196
-31.93417734199994,132.56364993600005
-31.941338799999926,132.5161238940001
-31.947198174999926,132.494476759
-31.955010674999926,132.47584069100003
-31.96493905999995,132.46273847700002
-31.983982028999947,132.45289147200003
-31.99732838299991,132.45769290500004
-32.00994231599992,132.47022545700008
-32.026462497999944,132.48316491000003
-32.03045012799993,132.47185306100005
-32.02890390399995,132.46257571700005
-32.01962655999995,132.44166100400003
-32.01384856599992,132.42009524800005
-32.012790622999944,132.397797071
-32.01506926899992,132.37484785200002
-32.033135674999926,132.3261824880001
-32.03801848799992,132.27808678500003
-32.0329729149999,132.233734571
-32.017836195999905,132.19459069100003
-31.991631768999923,132.16163170700008
-31.932386976999908,132.1074324880001
-31.907810153999947,132.07789147200003
-31.823988539999903,131.92310631600003
-31.72779713299991,131.78296959700003
-31.60556405999995,131.53589928500003
-31.53093840899993,131.34555097700002
-31.477634372999944,131.17750084700003
-31.474786065999922,131.13542728000004
-31.491957289999903,131.0922957690001
-31.554294528999947,130.993500196
-31.601739190999922,130.83375084700003
-31.608086846999925,130.7900496750001
-31.60556405999995,130.69678795700008
-31.58562590899993,130.547699415
-31.585544528999947,130.311859571
-31.574476820999905,130.26742597700002
-31.57390715899993,130.15691165500004
-31.576836846999925,130.1367293630001
-31.59433359199994,130.07878665500004
-31.589288018999923,129.94361412900003
-31.615492445999905,129.75318444100003
-31.622247002999927,129.53687584700003
-31.640801690999922,129.471039259
-31.643324476999908,129.4511824880001
-31.643324476999908,129.36548912900003
-31.65471770599993,129.30836022200003
-31.656426690999922,129.28663170700008
-31.65439218499995,129.22136478000004
-31.656426690999922,129.20045006600003
-31.677504164999903,129.13835696700005
-31.678887627999927,129.12370853000004
-31.67742278399993,129.093109571
-31.689222914999903,129.00009199300007
-31.690524997999944,128.99000084700003
-31.708103122999944,128.9316512380001
-31.77825286299992,128.77068118600005
-31.793633721999925,128.75538170700008
-31.80364348799992,128.72388756600003
-31.84579843499995,128.6552840500001
-32.01767343499995,128.21892337300005
-32.084242445999905,128.01734459700003
-32.12314218499995,127.76628665500004
-32.18238697699991,127.58594811300009
-32.184665622999944,127.56609134200005
-32.18889739399992,127.55543053500003
-32.20712655999995,127.53785241000003
-32.21135833099993,127.53199303500003
-32.273370049999926,127.28874759200005
-32.29338958099993,127.11011803500003
-32.300713799999926,127.09009850400003
-32.29387786299992,127.08326256600003
-32.303806247999944,127.05298912900003
-32.300713799999926,126.93580162900003
-32.310804945999905,126.82064863400001
-32.300713799999926,126.78891035200002
-32.31096770599993,126.76026451900009
-32.31658294099992,126.67774498800009
-32.28281015399995,126.37232506600003
-32.25628020599993,126.27759850400003
-32.24163176899992,126.24878991000003
-32.238539320999905,126.20362389400009
-32.23251718499995,126.18572024800005
-32.23691171699994,126.17408287900003
-32.24537525799991,126.13786868600005
-32.25212981599992,126.12696373800009
-32.26816171699994,126.11085045700008
-32.273370049999926,126.10377037900003
-32.28053150799991,126.07878665500004
-32.273370049999926,126.00757897200003
-32.2843401099999,125.97744898500002
-32.306943376999925,125.92676916300002
-32.33298300999991,125.870000043
-32.37447839299995,125.80311856200001
-32.45897097799991,125.67333547200008
-32.54837878899991,125.53727469500006
-32.56386030199991,125.47422755700006
-32.60151488899993,125.33782708800004
-32.63912016899991,125.2562648060001
-32.71217213299991,125.09644616000003
-32.72991301899992,125.03630618600005
-32.73211028399993,125.01758873800009
-32.73723723799992,125.00025475400003
-32.83365908799993,124.90191360200004
-32.86769794899993,124.83399147
-32.89218515399995,124.74586022200003
-32.90390390399995,124.70883222700002
